Player,2021/22,2021/22(*),2020/21,2020/21(*),2019/20,2019/20(*),2018/19,2018/19(*),2017/18,2017/18(*),2016/17,2016/17(*),2015/16,2015/16(*),2014/15,2014/15(*),2013/14,2013/14(*),2012/13,2012/13(*),2011/12,2011/12(*),2010/11,2010/11(*),2009/10,2009/10(*),2008/09,2008/09(*),2007/08,2007/08(*),2006/07,2006/07(*),2005/06,2005/06(*),2004/05,2004/05(*),2003/04,2003/04(*),2002/03,2002/03(*),2001/02,2001/02(*),2000/01,2000/01(*),1999/00,1999/00(*),1998/99,1998/99(*),1997/98,1997/98(*),1996/97,1996/97(*)
Kirk Hinrich,,,,,,,,,,,,,"$2,870,000","$3,267,574","$2,730,000","$3,112,027","$4,059,000","$4,722,891","$3,941,000","$4,666,041","$8,100,000","$9,749,770","$9,000,000","$11,218,608","$9,500,000","$11,966,600","$10,000,000","$12,416,699","$11,250,000","$14,670,269","$3,192,628","$4,275,131","$2,513,880","$3,511,625","$2,349,840","$3,365,535","$2,185,920","$3,233,019",,,,,,,,,,,,,,
Sonny Weems,,,,,,,,,,,,,"$2,814,000","$3,203,817",,,,,,,,,"$854,389","$1,065,006","$736,420","$927,625","$442,114","$548,959",,,,,,,,,,,,,,,,,,,,,,,,
Furkan Aldemir,,,,,,,,,,,,,"$2,683,841","$3,055,627","$2,810,305","$3,203,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Marshall,,,,,,,,,,,,,"$2,144,772","$2,441,882","$915,243","$1,043,319","$547,570","$637,130","$1,919,160","$2,272,235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Blake,,,,,,,,,,,,,"$2,100,000","$2,390,908","$2,100,000","$2,393,867","$4,000,000","$4,654,241","$4,000,000","$4,735,896","$4,000,000","$4,814,701","$4,000,000","$4,986,048","$4,930,000","$6,210,035","$4,250,000","$5,277,097","$4,250,000","$5,542,101","$1,330,000","$1,780,954","$1,000,000","$1,396,894","$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Danny Granger,,,,,,,,,,,,,"$2,100,000","$2,390,908","$2,100,000","$2,393,867","$14,379,240","$16,731,112","$13,058,606","$15,461,050","$12,015,904","$14,463,247","$10,973,202","$13,678,228","$9,930,500","$12,508,876","$2,329,805","$2,892,848","$1,516,800","$1,977,943","$1,417,800","$1,898,524","$1,318,920","$1,842,392",,,,,,,,,,,,,,,,,,
Perry Jones,,,,,,,,,,,,,"$2,038,206","$2,320,554","$1,129,200","$1,287,216","$1,082,520","$1,259,577","$1,035,960","$1,226,549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeJuan Blair,,,,,,,,,,,,,"$2,000,000","$2,277,055","$2,000,000","$2,279,873","$941,000","$1,094,910","$1,054,000","$1,247,908","$986,000","$1,186,823","$918,000","$1,144,298","$850,000","$1,070,695",,,,,,,,,,,,,,,,,,,,,,,,,,
Zoran Dragic,,,,,,,,,,,,,"$1,756,500","$1,999,824","$1,756,500","$2,002,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Karasev,,,,,,,,,,,,,"$1,599,840","$1,821,462","$1,533,840","$1,748,480","$1,467,840","$1,707,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Bonner,,,,,,,,,,,,,"$1,499,187","$1,706,866","$1,448,490","$1,651,187","$3,945,000","$4,590,245","$3,630,000","$4,297,825","$3,315,000","$3,990,183","$3,000,000","$3,739,536","$3,240,380","$4,081,719","$2,987,000","$3,708,868","$2,678,000","$3,492,176","$2,000,000","$2,678,127","$2,000,000","$2,793,789","$385,277","$551,809",,,,,,,,,,,,,,,,
Rasual Butler,,,,,,,,,,,,,"$1,499,187","$1,706,866","$1,448,490","$1,651,187","$1,399,507","$1,628,410",,,"$1,229,255","$1,479,623","$2,400,000","$2,991,628","$3,945,000","$4,969,288","$3,630,000","$4,507,261","$3,315,000","$4,322,839","$3,000,000","$4,017,190","$1,300,000","$1,815,962","$1,200,000","$1,718,688","$563,679","$833,692","$349,458","$527,772",,,,,,,,,,,,
Tayshaun Prince,,,,,,,,,,,,,"$1,499,187","$1,706,866","$7,707,865","$8,786,480","$7,235,955","$8,419,470","$6,764,045","$8,008,453","$6,292,135","$7,573,687","$11,148,760","$13,897,063","$10,324,380","$13,005,024","$9,500,000","$11,795,864","$8,675,620","$11,313,216","$7,851,240","$10,513,309","$1,763,115","$2,462,885","$1,038,960","$1,488,040","$971,160","$1,436,365","$903,360","$1,364,309",,,,,,,,,,,,
Amare Stoudemire,,,,,,,,,,,,,"$1,499,187","$1,706,866","$21,896,658","$24,960,810","$21,679,893","$25,225,864","$19,948,799","$23,618,860","$18,217,705","$21,928,201","$16,486,611","$20,550,759","$16,378,325","$20,630,828","$15,070,550","$18,712,648","$13,762,775","$17,946,988","$12,455,000","$16,678,036","$2,589,023","$3,616,592","$2,032,200","$2,910,598","$1,899,720","$2,809,724","$1,767,120","$2,668,812",,,,,,,,,,,,
Samuel Dalembert,,,,,,,,,,,,,"$1,499,187","$1,706,866","$1,885,755","$2,149,641","$3,700,748","$4,306,043","$6,700,000","$7,932,626","$7,000,000","$8,425,727","$13,428,129","$16,738,324","$12,025,694","$15,148,071","$11,238,564","$13,954,586","$10,250,000","$13,366,245","$9,464,307","$12,673,308","$8,470,000","$11,831,697","$1,599,549","$2,290,938","$887,160","$1,312,127","$691,100","$1,043,741","$771,480","$1,177,573",,,,,,,,,,
Charlie Villanueva,,,,,,,,,,,,,"$1,499,187","$1,706,866","$1,316,809","$1,501,079","$8,580,000","$9,983,347","$8,060,000","$9,542,830","$7,540,000","$9,075,711","$7,020,000","$8,750,514","$6,500,000","$8,187,674","$3,448,050","$4,281,339","$2,715,000","$3,540,425","$2,537,880","$3,398,382","$2,360,880","$3,297,900",,,,,,,,,,,,,,,,,,
Andre Miller,,,,,,,,,,,,,"$1,490,369","$1,696,825","$4,625,000","$5,272,208","$5,000,000","$5,817,801","$5,000,000","$5,919,870","$7,807,728","$9,397,969","$7,269,264","$9,061,225","$6,730,800","$8,478,399","$10,333,334","$12,830,589","$9,366,666","$12,214,356","$8,733,333","$11,694,488","$8,100,000","$11,314,846","$7,366,667","$10,550,837","$8,000,000","$11,832,161","$2,460,709","$3,716,313","$1,934,520","$2,952,816","$1,808,400","$2,849,971","$1,682,280","$2,750,112",,,,,,
Andrea Bargnani,,,,,,,,,,,,,"$1,362,897","$1,551,696","$12,000,000","$13,679,243","$11,000,000","$12,799,164","$10,000,000","$11,839,740","$9,250,000","$11,133,996","$8,500,000","$10,595,352","$6,527,491","$8,222,302","$5,176,440","$6,427,429","$4,838,880","$6,310,015","$4,501,200","$6,027,392",,,,,,,,,,,,,,,,,,,,
Aaron Gray,,,,,,,,,,,,,"$1,356,146","$1,544,009","$1,227,985","$1,399,825","$2,612,500","$3,039,801",,,"$2,500,000","$3,009,188","$1,028,840","$1,282,461","$1,000,497","$1,260,268","$711,517","$883,469","$427,163","$557,030",,,,,,,,,,,,,,,,,,,,,,
Cartier Martin,,,,,,,,,,,,,"$1,270,964","$1,447,027","$1,145,685","$1,306,008","$1,003,248","$1,167,339","$915,852","$1,084,345",,,"$854,389","$1,065,006","$86,638","$109,132","$200,252","$248,646",,,,,,,,,,,,,,,,,,,,,,,,
PJ Hairston,,,,,,,,,,,,,"$1,201,440","$1,367,872","$1,149,720","$1,310,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Hansbrough,,,,,,,,,,,,,"$1,185,784","$1,350,048","$3,326,235","$3,791,698","$3,183,000","$3,703,612","$3,055,259","$3,617,347","$2,138,040","$2,573,505","$1,998,600","$2,491,278","$1,859,160","$2,341,876",,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Copeland,,,,,,,,,,,,,"$1,150,000","$1,309,306","$3,130,000","$3,568,002","$3,000,000","$3,490,681","$473,604","$560,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Cunningham,,,,,,,,,,,,,"$1,039,074","$1,183,013",,,"$1,301,208","$1,514,033","$1,156,320","$1,369,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Anderson,,,,,,,,,,,,,"$1,015,421","$1,156,085",,,"$916,099","$1,065,936","$902,002","$1,067,946","$1,463,520","$1,761,602","$1,361,400","$1,697,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Dorsey,,,,,,,,,,,,,"$1,015,421","$1,156,085","$948,163","$1,080,846",,,,,,,"$854,389","$1,065,006","$881,000","$1,109,744","$816,500","$1,013,823",,,,,,,,,,,,,,,,,,,,,,,,
Donald Sloan,,,,,,,,,,,,,"$1,015,421","$1,156,085","$948,163","$1,080,846","$884,293","$1,028,928","$300,395","$355,659","$198,629","$239,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Sacre,,,,,,,,,,,,,"$981,358","$1,117,303","$915,243","$1,043,319","$788,873","$917,901","$473,604","$560,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christapher Johnson,,,,,,,,,,,,,"$981,348","$1,117,291","$1,135,974","$1,294,938","$320,000","$372,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gal Mekel,,,,,,,,,,,,,"$947,276","$1,078,500","$888,524","$1,012,861","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Inglis,,,,,,,,,,,,,"$855,000","$973,441","$820,000","$934,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devyn Marble,,,,,,,,,,,,,"$845,059","$962,123","$884,879","$1,008,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleanthony Early,,,,,,,,,,,,,"$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russ Smith,,,,,,,,,,,,,"$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shayne Whittington,,,,,,,,,,,,,"$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Bairstow,,,,,,,,,,,,,"$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Papanikolaou,,,,,,,,,,,,,"$800,320","$911,186","$4,797,664","$5,469,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Hollins,,,,,,,,,,,,,"$615,906","$701,225","$1,310,286","$1,493,643","$1,186,459","$1,380,516","$1,069,509","$1,266,270","$2,483,333","$2,989,126","$2,333,333","$2,908,527","$2,183,333","$2,750,218","$972,581","$1,207,624","$687,456","$896,459","$412,718","$552,655",,,,,,,,,,,,,,,,,,,,
Duje Dukan,,,,,,,,,,,,,"$525,093","$597,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliff Alexander,,,,,,,,,,,,,"$525,093","$597,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branden Dawson,,,,,,,,,,,,,"$525,093","$597,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Jefferson,,,,,,,,,,,,,"$362,878","$413,146","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Millsap,,,,,,,,,,,,,"$352,936","$401,827","$301,417","$343,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazr Mohammed,,,,,,,,,,,,,"$352,749","$401,614","$1,448,490","$1,651,187","$1,399,507","$1,628,410","$1,352,181","$1,600,947","$3,750,000","$4,513,782","$6,883,800","$8,580,739","$6,466,600","$8,145,602","$6,049,400","$7,511,357","$5,632,200","$7,344,523","$5,215,000","$6,983,216","$5,500,000","$7,682,920","$5,250,000","$7,519,261","$5,000,000","$7,395,100","$4,750,000","$7,173,740","$4,500,000","$6,868,719","$739,080","$1,164,762","$690,960","$1,129,549","$535,000","$891,762",,,,
Jorge Gutierrez,,,,,,,,,,,,,"$300,899","$342,581","$960,566","$1,094,984","$121,103","$140,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Ayres,,,,,,,,,,,,,"$251,890","$286,783","$1,828,750","$2,084,659","$1,750,000","$2,036,230","$854,389","$1,011,574","$1,500,000","$1,805,512",,,"$457,588","$576,397",,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Goudelock,,,,,,,,,,,,,"$200,600","$228,388",,,,,"$44,835","$53,083","$473,604","$570,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Wilbekin,,,,,,,,,,,,,"$200,000","$227,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Green,,,,,,,,,,,,,"$199,418","$227,042","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Smith,,,,,,,,,,,,,"$197,111","$224,416","$948,163","$1,080,846","$884,293","$1,028,927","$762,195","$902,419","$301,733","$363,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hamilton,,,,,,,,,,,,,"$119,461","$136,009","$1,232,610","$1,405,097","$1,234,320","$1,436,205","$1,153,800","$1,366,069","$1,073,286","$1,291,887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Johnson,,,,,,,,,,,,,"$111,444","$126,882",,,"$788,872","$917,900","$550,000","$651,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Holmes,,,,,,,,,,,,,"$100,000","$113,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Cotton,,,,,,,,,,,,,"$99,418","$113,190","$152,200","$173,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Harper,,,,,,,,,,,,,"$99,418","$113,190",,,,,"$762,195","$902,419","$473,604","$570,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Stepheson,,,,,,,,,,,,,"$92,662","$105,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Hayes,,,,,,,,,,,,,"$70,549","$80,321","$5,958,750","$6,792,599","$5,722,500","$6,658,474","$5,486,250","$6,495,577","$5,250,000","$6,319,295","$1,972,500","$2,458,745","$2,111,750","$2,660,049","$1,768,000","$2,195,272","$1,750,000","$2,282,041","$664,209","$889,418",,,,,,,,,,,,,,,,,,,,
Keith Appling,,,,,,,,,,,,,"$61,775","$70,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Dejean-Jones,,,,,,,,,,,,,"$61,775","$70,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coty Clarke,,,,,,,,,,,,,"$61,774","$70,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Miller,,,,,,,,,,,,,"$50,000","$56,926","$398,393","$454,142","$788,872","$917,900","$473,604","$560,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ O'Brien,,,,,,,,,,,,,"$30,887","$35,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Robinson,,,,,,,,,,,,,"$26,456","$30,120","$2,106,720","$2,401,528","$2,016,000","$2,345,737","$1,146,337","$1,357,233","$5,483,307","$6,600,120","$4,200,000","$5,235,350","$4,000,000","$5,038,568","$2,020,179","$2,508,395","$1,268,160","$1,653,711","$1,185,480","$1,587,433","$1,102,680","$1,540,327",,,,,,,,,,,,,,,,,,
Dorell Wright,,,,,,,,,,,,,"$17,637","$20,080","$3,145,000","$3,585,101","$3,000,000","$3,490,681","$4,106,000","$4,861,397","$3,823,000","$4,601,650","$3,500,000","$4,362,792","$2,750,000","$3,464,015","$2,612,835","$3,244,278","$2,040,746","$2,661,181","$1,325,160","$1,774,473","$1,238,640","$1,730,249","$1,152,240","$1,650,284",,,,,,,,,,,,,,,,
Carlos Boozer,,,,,,,,,,,,,,,"$16,800,000","$19,150,941","$15,300,000","$17,802,473","$15,000,000","$17,759,610","$13,500,000","$16,249,616","$14,400,000","$17,949,773","$13,520,500","$17,030,992","$11,593,817","$14,395,693","$11,260,483","$14,683,939","$11,260,483","$15,078,502","$11,593,816","$16,195,338","$10,967,500","$15,708,096","$563,679","$833,692","$349,458","$527,772",,,,,,,,,,,,
Brandon Roy,,,,,,,,,,,,,,,"$14,399,332","$16,414,331","$17,779,458","$20,687,472","$21,459,805","$25,407,851","$16,032,144","$19,297,496","$13,520,500","$16,853,466","$3,910,816","$4,926,228","$3,084,240","$3,829,607","$2,883,120","$3,759,657","$2,681,880","$3,591,207",,,,,,,,,,,,,,,,,,,,
Brendan Haywood,,,,,,,,,,,,,,,"$9,798,000","$11,169,101","$7,073,500","$8,230,444","$8,349,000","$9,884,999","$7,624,500","$9,177,422","$6,900,000","$8,600,933","$6,000,000","$7,557,853","$5,500,000","$6,829,184","$5,000,000","$6,520,119","$4,500,000","$6,025,786","$4,000,000","$5,587,578","$1,735,305","$2,485,373","$1,125,360","$1,664,430","$1,051,920","$1,588,674","$978,600","$1,493,717",,,,,,,,,,
Steve Nash,,,,,,,,,,,,,,,"$9,701,000","$11,058,528","$9,300,500","$10,821,693","$8,900,000","$10,537,369","$11,689,062","$14,069,835","$10,310,938","$12,852,708","$13,125,000","$16,532,803","$12,250,000","$15,210,456","$11,375,000","$14,833,272","$10,500,000","$14,060,167","$9,625,000","$13,445,110","$8,750,000","$12,532,103","$5,750,000","$8,504,365","$5,750,000","$8,684,002","$5,750,000","$8,776,696","$5,500,000","$8,667,795","$5,500,000","$8,991,143","$1,190,760","$1,984,814","$1,053,360","$1,785,363","$916,000","$1,588,216"
Tyrus Thomas,,,,,,,,,,,,,,,"$9,460,664","$10,784,560","$8,694,215","$10,116,243","$8,000,000","$9,471,792","$7,305,765","$8,793,769","$6,611,570","$8,241,401","$4,743,598","$5,975,236","$3,749,880","$4,656,113","$3,505,320","$4,571,021","$3,260,760","$4,366,364",,,,,,,,,,,,,,,,,,,,
Landry Fields,,,,,,,,,,,,,,,"$8,500,000","$9,689,464","$5,225,000","$6,079,602","$5,000,000","$5,919,870","$762,195","$917,435","$473,604","$590,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,,,,,,,,,,,,,,,"$8,354,416","$9,523,506","$3,383,773","$3,937,224","$4,590,338","$5,434,841","$11,227,250","$13,513,963","$11,749,832","$14,646,307","$7,650,000","$9,636,262","$10,000,000","$12,416,699","$11,250,000","$14,670,269","$8,800,000","$11,783,759","$9,150,000","$12,781,585","$8,500,000","$12,174,043","$7,250,000","$10,722,896","$6,750,000","$10,194,263","$7,300,000","$11,142,588","$5,750,000","$9,061,786","$5,250,000","$8,582,454","$3,164,000","$5,273,902","$2,799,240","$4,744,493","$2,434,000","$4,220,217"
Glen Davis,,,,,,,,,,,,,,,"$7,827,985","$8,923,409","$6,750,000","$7,854,032","$6,400,000","$7,577,434","$6,300,000","$7,583,154","$3,300,000","$4,113,489","$3,000,000","$3,778,926","$711,517","$883,469","$427,163","$557,030",,,,,,,,,,,,,,,,,,,,,,
Al Harrington,,,,,,,,,,,,,,,"$7,609,800","$8,674,692","$8,548,107","$9,946,237","$6,687,400","$7,917,708","$6,226,200","$7,494,323","$5,765,000","$7,186,141","$10,026,875","$12,630,274","$9,226,250","$11,455,956","$8,425,625","$10,987,216","$7,625,000","$10,210,359","$6,957,500","$9,718,894","$6,325,000","$9,058,920","$5,692,500","$8,419,322","$5,060,000","$7,641,921","$1,436,982","$2,193,383","$797,880","$1,257,429","$745,800","$1,219,199","$543,000","$905,097",,,,
Josh Childress,,,,,,,,,,,,,,,"$7,317,500","$8,341,488","$7,405,833","$8,617,133","$6,890,056","$8,157,647","$6,000,000","$7,222,051","$6,500,000","$8,102,328",,,,,"$3,631,449","$4,735,496","$2,863,920","$3,834,970","$2,677,200","$3,739,766","$2,490,360","$3,566,794",,,,,,,,,,,,,,,,
Travis Outlaw,,,,,,,,,,,,,,,"$7,000,000","$7,979,557",,,"$7,000,000","$8,287,818","$7,000,000","$8,425,726","$7,000,000","$8,725,584","$4,000,000","$5,038,568","$4,000,000","$4,966,679","$4,000,000","$5,216,095","$1,836,426","$2,459,091","$1,082,160","$1,511,663","$1,011,600","$1,448,854","$941,040","$1,391,817",,,,,,,,,,,,,,
Jason Richardson,,,,,,,,,,,,,,,"$6,601,125","$7,524,866","$6,204,250","$7,219,019","$5,799,625","$6,866,605","$5,395,000","$6,493,828","$14,444,444","$18,005,173","$13,333,333","$16,795,228","$12,664,335","$15,724,922","$11,111,110","$14,489,153","$9,999,999","$13,390,634","$8,888,888","$12,416,839","$3,534,018","$5,061,563","$2,789,280","$4,125,401","$2,607,360","$3,937,794","$2,425,440","$3,702,148",,,,,,,,,,
Ben Gordon,,,,,,,,,,,,,,,"$4,500,000","$5,129,716","$13,200,000","$15,358,996","$12,400,000","$14,681,278","$11,600,000","$13,962,633","$10,800,000","$13,462,330","$10,000,000","$12,596,421","$6,404,750","$7,952,585","$4,881,669","$6,365,813","$3,862,080","$5,171,570","$3,610,200","$5,043,068","$3,358,320","$4,809,921",,,,,,,,,,,,,,,,
Andrei Kirilenko,,,,,,,,,,,,,,,"$3,326,235","$3,791,698","$3,183,000","$3,703,612","$9,779,349","$11,578,495",,,"$17,823,000","$22,216,584","$16,452,000","$20,723,633","$15,106,000","$18,756,665","$13,735,000","$17,910,769","$12,364,000","$16,556,182","$10,983,000","$15,342,093","$1,671,694","$2,394,267","$955,800","$1,413,647","$893,400","$1,349,267","$831,120","$1,268,606",,,"$632,400","$1,033,817",,,,,,
Carlos Delfino,,,,,,,,,,,,,,,"$3,250,000","$3,704,795","$3,250,000","$3,781,571","$3,000,000","$3,551,922","$3,500,000","$4,212,863","$3,500,000","$4,362,792","$3,500,000","$4,408,747",,,"$1,868,141","$2,436,100","$1,037,280","$1,388,983","$969,696","$1,354,563","$901,920","$1,291,766",,,,,,,,,,,,,,,,
Alexey Shved,,,,,,,,,,,,,,,"$3,198,723","$3,646,342","$3,066,667","$3,568,252","$3,017,943","$3,573,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Freeland,,,,,,,,,,,,,,,"$3,100,000","$3,533,804","$3,000,000","$3,490,681","$2,900,000","$3,433,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Bynum,,,,,,,,,,,,,,,"$2,915,908","$3,323,951","$2,790,343","$3,246,732","$3,500,000","$4,143,909","$3,250,000","$3,911,944","$3,250,000","$4,051,164","$825,497","$1,039,830","$711,517","$883,469",,,,,,,,,,,,,,,,,,,,,,,,
Luke Ridnour,,,,,,,,,,,,,,,"$2,750,000","$3,134,826","$4,320,000","$5,026,580","$4,000,000","$4,735,896","$3,680,000","$4,429,525","$4,000,000","$4,986,048","$6,500,000","$8,187,674","$6,500,000","$8,070,854","$6,500,000","$8,476,155","$2,425,878","$3,248,404","$1,638,000","$2,288,113","$1,531,200","$2,193,046","$1,424,400","$2,106,716",,,,,,,,,,,,,,
Eric Maynor,,,,,,,,,,,,,,,"$2,106,720","$2,401,528","$2,016,000","$2,345,737","$2,338,720","$2,768,983","$1,516,680","$1,825,590","$1,417,800","$1,767,304","$1,318,920","$1,661,367",,,,,,,,,,,,,,,,,,,,,,,,,,
Vitor Faverani,,,,,,,,,,,,,,,"$2,090,000","$2,382,468","$2,000,000","$2,327,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Randolph,,,,,,,,,,,,,,,"$1,825,359","$2,080,794","$1,750,000","$2,036,230","$1,674,641","$1,982,731","$2,911,231","$3,504,176","$1,965,720","$2,450,293","$1,837,560","$2,314,668","$1,709,280","$2,122,361",,,,,,,,,,,,,,,,,,,,,,,,
Reggie Evans,,,,,,,,,,,,,,,"$1,768,654","$2,016,154","$1,695,636","$1,972,974","$1,622,618","$1,921,137","$1,229,255","$1,479,623","$5,080,000","$6,332,281","$4,960,000","$6,247,825","$4,640,000","$5,761,348","$4,320,000","$5,633,383","$4,000,000","$5,356,254","$1,100,000","$1,536,584","$880,000","$1,260,371","$700,000","$1,035,314","$349,458","$527,772",,,,,,,,,,,,
Gigi Datome,,,,,,,,,,,,,,,"$1,750,000","$1,994,889","$1,750,000","$2,036,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronny Turiaf,,,,,,,,,,,,,,,"$1,600,000","$1,823,899","$1,600,000","$1,861,696","$1,146,337","$1,357,233","$4,360,000","$5,248,024","$4,000,000","$4,986,048","$4,140,000","$5,214,918","$4,500,000","$5,587,514","$770,610","$1,004,893","$664,209","$889,418",,,,,,,,,,,,,,,,,,,,
Miroslav Raduljica,,,,,,,,,,,,,,,"$1,596,056","$1,819,402","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Green,,,,,,,,,,,,,,,"$1,448,490","$1,651,187","$1,399,507","$1,628,410","$1,375,000","$1,627,964","$1,223,166","$1,472,294","$3,976,000","$4,956,131","$3,682,000","$4,638,002","$3,388,000","$4,206,777","$3,094,000","$4,034,650","$2,800,000","$3,749,378",,,"$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Hidayet Turkoglu,,,,,,,,,,,,,,,"$1,448,490","$1,651,187","$6,650,359","$7,738,093","$11,815,850","$13,989,659","$11,015,850","$13,259,506","$10,215,850","$12,734,180","$9,000,000","$11,336,779","$6,864,200","$8,523,070","$6,373,900","$8,311,718","$5,883,600","$7,878,514","$5,393,300","$7,533,871","$4,903,000","$7,022,274","$1,995,611","$2,951,548","$1,300,920","$1,964,729","$1,216,080","$1,856,202","$1,131,240","$1,782,792",,,,,,,,
Shawn Marion,,,,,,,,,,,,,,,"$1,448,490","$1,651,187","$9,316,796","$10,840,654","$8,646,364","$10,237,070","$8,022,449","$9,656,423","$7,305,500","$9,106,393","$6,635,068","$8,357,811","$17,810,000","$22,114,140","$16,440,000","$21,438,153","$15,070,000","$20,179,688","$13,700,000","$19,137,456","$12,330,000","$17,659,523","$10,960,000","$16,210,060","$2,265,375","$3,421,308","$1,778,160","$2,714,151","$1,662,240","$2,619,628","$1,546,320","$2,527,851",,,,,,
Jannero Pargo,,,,,,,,,,,,,,,"$1,448,490","$1,651,187","$1,399,507","$1,628,410","$696,446","$824,572","$1,223,166","$1,472,294",,,"$2,000,000","$2,519,284",,,"$1,830,000","$2,386,363","$1,000,000","$1,339,063","$895,248","$1,250,567","$695,046","$995,472","$563,679","$833,692","$349,458","$527,772",,,,,,,,,,,,
Victor Claver,,,,,,,,,,,,,,,"$1,370,000","$1,561,713","$1,311,240","$1,525,706","$1,254,720","$1,485,555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Telfair,,,,,,,,,,,,,,,"$1,316,809","$1,501,079",,,"$1,567,500","$1,855,879","$1,500,000","$1,805,512","$2,700,000","$3,365,582","$2,500,000","$3,149,105","$2,300,000","$2,855,840","$2,562,426","$3,341,464","$1,793,160","$2,401,155","$1,676,280","$2,341,586","$1,559,280","$2,233,263",,,,,,,,,,,,,,,,
Francisco Garcia,,,,,,,,,,,,,,,"$1,316,809","$1,501,079","$1,265,977","$1,473,040","$6,100,000","$7,222,241","$5,800,000","$6,981,316","$5,500,000","$6,855,816","$5,800,000","$7,305,924","$1,983,454","$2,462,795","$1,168,800","$1,524,143","$1,092,600","$1,463,060","$1,016,400","$1,419,803",,,,,,,,,,,,,,,,,,
