Player,2021/22,2021/22(*),2020/21,2020/21(*),2019/20,2019/20(*),2018/19,2018/19(*),2017/18,2017/18(*),2016/17,2016/17(*),2015/16,2015/16(*),2014/15,2014/15(*),2013/14,2013/14(*),2012/13,2012/13(*),2011/12,2011/12(*),2010/11,2010/11(*),2009/10,2009/10(*),2008/09,2008/09(*),2007/08,2007/08(*),2006/07,2006/07(*),2005/06,2005/06(*),2004/05,2004/05(*),2003/04,2003/04(*),2002/03,2002/03(*),2001/02,2001/02(*),2000/01,2000/01(*),1999/00,1999/00(*),1998/99,1998/99(*),1997/98,1997/98(*),1996/97,1996/97(*)
Rodney Buford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$745,046","$1,067,084","$145,686","$215,472",,,"$481,488","$734,934","$423,500","$667,420","$301,875","$493,491",,,,,,
Marcus Fizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$735,960","$1,054,071","$3,726,994","$5,512,299","$2,946,240","$4,449,592","$2,754,120","$4,203,839","$2,562,000","$4,037,616",,,,,,,,
Aleksandar Radojevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$720,046","$1,031,278",,,,,"$1,524,600","$2,327,122","$1,425,120","$2,245,936","$1,325,760","$2,167,290",,,,,,
Jamison Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$720,046","$1,031,278","$638,679","$944,619","$512,435","$773,910","$332,817","$508,005",,,,,,,,,,
Tierre Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$720,046","$1,031,278",,,,,"$332,817","$508,005",,,,,,,,,,
Jabari Smith Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$720,046","$1,031,278","$638,679","$944,619",,,"$465,850","$711,065","$316,969","$499,531",,,,,,,,
Tamar Slay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$695,046","$995,472","$563,679","$833,692","$349,458","$527,772",,,,,,,,,,,,
Brandon Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Alex Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Jerome Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Tommy Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$620,046","$888,054",,,,,,,,,,,,,,,,
Theron Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Efthimios Rentzias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$516,865","$740,274","$971,160","$1,436,365","$903,360","$1,364,309",,,,,"$658,700","$1,076,812",,,,,,
Erik Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$385,277","$551,809",,,,,,,,,,,,,,,,
Luis Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$385,277","$551,809",,,,,,,,,,,,,,,,
Horace Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$385,277","$551,809",,,,,,,,,,,,,,,,
Arthur Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$385,277","$551,809",,,,,,,,,,,,,,,,
Corsley Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$319,498","$457,597",,,,,,,,,,,,,,,,
Tony Bobbitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$305,403","$437,410",,,,,,,,,,,,,,,,
Yuta Tabuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$108,066","$154,776",,,,,,,,,,,,,,,,
Courtney Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,029","$113,188","$2,168,193","$3,206,801","$1,517,280","$2,291,489","$1,418,400","$2,165,020","$1,319,400","$2,079,325",,,,,,,,
Tremaine Fowlkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,029","$113,188","$638,679","$944,619","$512,435","$773,910",,,,,,,,,,,,
Geno Carlisle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,779","$94,211",,,,,,,,,,,,,,,,
Britton Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,369","$64,979","$44,748","$66,183",,,,,,,,,,,,,,
Anthony Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,118","$48,865",,,,,,,"$40,000","$63,038","$30,000","$49,042","$475,000","$791,752","$272,250","$461,442",,
Shawn Kemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,941,935","$22,099,422","$13,651,028","$20,616,618","$12,660,000","$19,323,996","$11,720,000","$18,470,284","$10,780,000","$17,622,640","$9,740,000","$16,235,086","$8,600,000","$14,576,329","$3,300,000","$5,721,740"
Terrell Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,100,000","$16,417,123","$10,175,000","$15,366,908","$9,300,000","$14,195,352","$8,330,000","$13,127,770","$7,400,000","$12,097,174","$6,300,000","$10,501,133","$1,469,440","$2,490,586","$1,312,000","$2,274,825"
Glen Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,885,000","$11,662,073","$9,200,000","$13,894,403","$8,800,000","$13,432,161","$7,578,900","$11,944,065","$7,000,000","$11,443,273","$5,248,000","$8,747,611","$4,702,000","$7,969,523","$4,002,000","$6,938,911"
Chris Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,600,000","$9,761,532","$6,000,000","$9,061,567","$5,400,000","$8,242,462","$4,800,000","$7,564,621","$4,200,000","$6,865,963","$3,600,000","$6,000,647","$3,000,000","$5,084,766","$1,235,000","$2,141,318"
Hakeem Olajuwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,326,923","$9,357,646","$5,694,231","$8,599,776","$5,061,539","$7,725,842","$16,700,000","$26,318,580","$14,302,001","$23,380,243","$12,943,000","$21,573,995","$11,156,000","$18,908,550","$9,655,000","$16,740,426"
Michael Dickerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,187,500","$9,151,437","$5,500,000","$8,306,436","$1,940,702","$2,962,252","$1,310,400","$2,065,141","$1,224,960","$2,002,507","$949,600","$1,582,837",,,,
Keon Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,000,600","$7,395,988","$4,546,000","$6,865,647","$1,971,163","$3,008,747","$1,379,400","$2,173,883","$1,289,400","$2,107,850","$1,000,000","$1,666,846",,,,
Travis Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,402,500","$6,511,386","$4,000,000","$6,041,045","$3,600,000","$5,494,975","$3,200,000","$5,043,081","$2,800,000","$4,577,309","$2,400,000","$4,000,431","$2,000,000","$3,389,844","$220,000","$381,449"
Lawrence Funderburke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,600,000","$5,324,472","$3,300,000","$4,983,862","$3,025,000","$4,617,305","$2,700,000","$4,255,099","$2,400,000","$3,923,407","$575,000","$958,436","$500,000","$847,461",,
Eric Montross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,960,000","$4,377,899","$2,720,000","$4,107,910","$2,480,000","$3,785,427","$2,240,000","$3,530,156","$2,000,000","$3,269,506","$1,760,000","$2,933,650","$1,520,000","$2,576,281","$1,280,000","$2,219,341"
Hubert Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,956,250","$4,372,353","$2,687,500","$4,058,827","$2,418,750","$3,691,936","$2,100,000","$3,309,522","$752,500","$1,230,151","$645,000","$1,075,116","$537,500","$911,020","$1,295,000","$2,245,349"
Cory Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,302,778","$3,405,855","$2,149,259","$3,245,942","$1,995,741","$3,046,263","$2,160,000","$3,404,079","$1,980,000","$3,236,811",,,"$562,380","$953,190","$521,000","$903,341"
Bimbo Coles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,120,000","$3,135,522","$2,400,000","$3,624,627","$2,200,000","$3,358,040","$2,250,000","$3,545,916","$2,300,000","$3,759,932","$2,000,000","$3,333,693","$1,700,000","$2,881,367","$1,400,000","$2,427,405"
Corie Blount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,680,000","$2,484,753","$1,400,000","$2,114,365","$1,609,235","$2,456,307","$1,320,000","$2,080,270","$1,100,000","$1,798,228","$2,162,500","$3,604,555","$1,430,000","$2,423,738","$1,235,000","$2,141,318"
Dalibor Bagaric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,599,076","$2,365,065","$830,947","$1,254,947","$854,640","$1,304,507","$795,000","$1,252,890",,,,,,,,
Karl Malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,500,000","$2,218,530","$19,250,000","$29,072,529","$17,500,000","$26,711,685","$15,750,000","$24,821,415","$14,000,000","$22,886,546","$6,142,000","$10,237,771","$5,118,578","$8,675,590","$4,657,000","$8,074,590"
Mark Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,500,000","$2,218,530","$4,530,000","$6,841,483","$3,860,000","$5,891,834","$3,570,000","$5,626,187","$4,000,000","$6,539,013","$3,600,000","$6,000,647","$3,200,000","$5,423,750","$2,900,000","$5,028,196"
Kirk Haston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,360,080","$2,011,585","$1,271,400","$1,920,146","$1,182,600","$1,805,099",,,,,,,,,,
Bryce Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,300,000","$1,922,726","$1,300,000","$1,963,339","$1,300,000","$1,984,296","$1,182,600","$1,863,733","$1,105,560","$1,807,317","$857,000","$1,428,487",,,,
Chris Childs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,166,667","$1,725,523","$1,750,000","$2,642,957","$5,200,000","$7,937,186","$4,680,000","$7,375,506","$4,160,000","$6,800,573","$3,640,000","$6,067,321","$3,120,000","$5,288,156","$2,600,000","$4,508,038"
Jeryl Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,125,729","$1,664,975","$969,480","$1,464,168","$901,800","$1,376,491",,,,,,,,,,
Joseph Forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,080,360","$1,597,874","$1,009,920","$1,525,243","$939,360","$1,433,822",,,,,,,,,,
Chris Whitney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,070,000","$1,582,551","$3,000,000","$4,530,783","$2,700,000","$4,121,231","$2,370,000","$3,735,032","$1,680,000","$2,746,385","$1,440,000","$2,400,259","$1,200,000","$2,033,906","$400,000","$693,544"
Sean Rooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,070,000","$1,582,551","$2,640,000","$3,987,089","$2,400,000","$3,663,316","$2,160,000","$3,404,079","$1,920,000","$3,138,726","$1,680,000","$2,800,302","$1,440,000","$2,440,687","$1,200,000","$2,080,633"
Horace Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,070,000","$1,582,551","$2,661,538","$4,019,617","$2,419,580","$3,693,203","$6,500,000","$10,243,758","$5,952,381","$9,730,674","$7,843,000","$13,073,078","$14,285,714","$24,213,171","$14,857,000","$25,759,971"
Olden Polynice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,070,000","$1,582,551",,,,,"$2,200,000","$3,467,118","$2,000,000","$3,269,506","$1,000,000","$1,666,846","$3,610,000","$6,118,668","$3,140,000","$5,444,323"
Popeye Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,070,000","$1,582,551","$1,030,000","$1,555,569","$1,500,000","$2,289,573","$2,812,500","$4,432,395",,,"$2,381,000","$3,968,761","$1,886,538","$3,197,534","$1,581,000","$2,741,234"
Monty Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,479,020","$887,435","$1,340,258","$778,350","$1,188,059","$1,000,000","$1,575,962","$510,000","$833,724",,,"$1,235,000","$2,093,228","$1,040,000","$1,803,215"
Brandon Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$995,650","$1,472,586","$930,720","$1,405,630","$865,800","$1,321,541",,,,,,,,,,
Robert Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$965,610","$1,428,156",,,,,"$4,320,000","$6,808,159","$4,050,000","$6,620,750","$3,780,000","$6,300,680","$3,240,000","$5,491,547","$2,700,000","$4,681,424"
Gary Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$938,679","$1,388,325","$824,935","$1,245,867","$715,850","$1,092,660","$2,400,000","$3,782,310","$2,000,000","$3,269,506","$1,000,000","$1,666,846","$1,329,009","$2,252,566","$1,176,000","$2,039,020"
Rod Strickland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$887,317","$1,312,359","$1,030,000","$1,555,569","$4,750,000","$7,250,314","$10,000,000","$15,759,628","$10,000,000","$16,347,533",,,"$3,450,000","$5,847,480","$3,036,000","$5,264,001"
Mitchell Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$876,179","$1,295,886",,,"$715,850","$1,092,660",,,"$150,000","$245,212","$537,500","$895,930","$272,250","$461,442","$600,000","$1,040,316"
John Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$813,679","$1,203,447",,,"$2,630,000","$4,014,384","$2,200,000","$3,467,118","$2,000,000","$3,269,506","$1,021,000","$1,701,850","$903,120","$1,530,717","$785,000","$1,361,080"
Doug Overton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$695,844","$1,029,166",,,,,"$548,500","$864,415","$592,000","$967,773","$600,000","$1,000,107","$326,700","$553,731","$247,500","$429,130"
Obinna Ekezie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$688,679","$1,018,570",,,"$540,850","$825,543","$423,500","$667,420","$301,875","$493,491",,,,,,
Oliver Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$686,838","$1,015,847",,,,,,,"$510,000","$833,724","$600,000","$1,000,107",,,"$247,500","$429,130"
Ruben Boumtje-Boumtje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$663,679","$981,594","$512,435","$773,910","$332,817","$508,005",,,,,,,,,,
Donnell Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$663,679","$981,594","$992,040","$1,498,239","$927,360","$1,415,505","$862,560","$1,359,362",,,,,,,,
Pepe Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$663,679","$981,594","$587,435","$887,180",,,"$316,969","$499,531",,,,,,,,
Jeff Trepagnier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$638,679","$944,619",,,"$332,817","$508,005",,,,,,,,,,
Mengke Bateer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$636,679","$941,661","$512,453","$773,937",,,,,,,,,,,,
Dan Langhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$603,786","$893,011","$587,435","$887,180","$465,850","$711,065","$316,969","$499,531",,,,,,,,
Alton Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$586,082","$866,827","$512,435","$773,910","$332,817","$508,005",,,,,,,,,,
Sam Clancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$563,679","$833,692","$349,458","$527,772",,,,,,,,,,,,
Robert Archibald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$563,679","$833,692","$349,458","$527,772",,,,,,,,,,,,
JR Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$563,679","$833,692","$349,458","$527,772",,,,,,,,,,,,
Muggsy Bogues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$437,420","$646,952","$1,659,120","$2,505,704","$1,520,860","$2,321,413","$1,740,000","$2,742,175","$510,000","$833,724","$2,800,000","$4,667,170","$1,800,000","$3,050,859","$1,575,000","$2,730,830"
Josh Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$366,931","$542,698",,,,,,,,,,,,,,
Jon Stefansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$366,931","$542,698",,,,,,,,,,,,,,
Travis Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$366,931","$542,698",,,,,,,,,,,,,,
Paul Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$350,581","$518,516",,,,,,,"$1,021,080","$1,669,213","$903,240","$1,505,562","$785,400","$1,331,191",,
Cherokee Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$228,946","$338,615","$824,935","$1,245,867","$715,850","$1,092,660","$2,100,000","$3,309,522","$1,925,000","$3,146,900","$2,000,000","$3,333,693","$1,262,640","$2,140,076","$1,117,000","$1,936,722"
Tyrone Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$221,829","$328,089","$6,600,000","$9,967,724","$6,600,000","$10,074,121","$7,300,000","$11,504,529","$6,422,400","$10,499,039","$5,352,000","$8,920,963","$4,110,000","$6,966,129","$3,480,000","$6,033,835"
Damone Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,508","$299,513",,,"$332,817","$508,005",,,,,,,,,,
Quincy Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,341","$299,266",,,"$1,070,280","$1,633,656","$1,000,440","$1,576,656","$930,720","$1,521,497",,,,,,
Ben Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$176,369","$260,853",,,,,,,"$45,847","$74,948","$425,000","$708,409","$25,000","$42,373","$220,000","$381,449"
Tracy Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$143,537","$212,294","$3,740,000","$5,648,377","$3,400,000","$5,189,698","$3,060,000","$4,822,446","$2,720,000","$4,446,529","$2,380,000","$3,967,094","$2,040,000","$3,457,640","$1,700,000","$2,947,563"
Slavko Vranes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$129,768","$191,929",,,,,,,,,,,,,,
Sean Lampley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,364","$132,171","$349,458","$527,772",,,,,,,,,,,,
Shane Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,615","$111,836",,,,,,,,,,,"$384,000","$650,850","$320,000","$554,835"
Torraye Braggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,697","$79,418",,,,,"$316,969","$499,531",,,,,,,,
Derrick Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,375","$47,883",,,"$540,850","$825,543","$423,500","$667,420","$301,875","$493,491",,,,,,
Bryant Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,999,998","$19,633,393","$11,555,554","$17,638,189","$10,110,000","$15,932,984","$8,666,666","$14,167,860","$7,222,000","$12,037,966","$1,915,680","$3,246,928","$1,695,000","$2,938,894"
David Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,500,000","$15,857,743","$9,500,000","$14,500,629","$14,700,000","$23,166,654","$11,592,683","$18,951,176","$14,841,000","$24,737,670","$12,397,440","$21,012,694","$9,952,000","$17,255,383"
Larry Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,610,714","$14,514,688","$11,335,714","$17,302,630","$11,000,000","$17,335,591","$11,910,714","$19,471,079","$10,186,000","$16,978,499","$8,460,714","$14,340,250","$5,004,000","$8,676,239"
Matt Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,768,480","$13,242,695","$8,142,160","$12,428,046","$7,515,840","$11,844,684","$6,889,520","$11,262,665","$6,800,000","$11,334,557","$1,402,000","$2,376,280","$1,562,000","$2,708,290"
John Stockton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,875,000","$11,893,307","$7,000,000","$10,684,674","$11,000,000","$17,335,591","$11,000,000","$17,982,286","$4,000,000","$6,667,386","$5,000,000","$8,474,610","$6,000,000","$10,403,165"
Luc Longley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,900,000","$10,420,802","$6,325,000","$9,654,366","$5,750,000","$9,061,786","$5,175,000","$8,459,848","$4,000,000","$6,667,386","$3,184,900","$5,398,157","$2,790,000","$4,837,471"
Nick Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,101,906","$9,215,472","$5,401,906","$8,245,372","$3,750,000","$5,909,860","$5,051,906","$8,258,620","$3,200,000","$5,333,909","$4,000,000","$6,779,688","$3,790,000","$6,571,332"
Loy Vaught,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,364,964","$8,102,497","$5,222,025","$7,970,805","$4,812,025","$7,583,572","$4,180,000","$6,833,268","$3,830,000","$6,384,022","$3,350,000","$5,677,988","$3,100,000","$5,374,968"
Danny Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,546,000","$6,865,647","$1,000,000","$1,526,382","$1,200,000","$1,891,155","$4,000,000","$6,539,013","$4,000,000","$6,667,386","$4,000,000","$6,779,688","$4,643,000","$8,050,316"
Jim McIlvaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,400,000","$6,645,149","$6,000,000","$9,158,292","$5,400,000","$8,510,199","$4,800,000","$7,846,815","$4,200,000","$7,000,755","$3,600,000","$6,101,719","$3,000,000","$5,201,582"
Derek Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,212,000","$6,361,220","$3,861,000","$5,893,360","$3,510,000","$5,531,629","$3,159,000","$5,164,185","$3,000,000","$5,000,539","$326,700","$553,731","$247,500","$429,130"
Brent Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,048,000","$6,113,537","$3,680,000","$5,617,085","$2,880,000","$4,538,773","$2,944,000","$4,812,713","$2,240,000","$3,733,736","$1,920,000","$3,254,250","$1,600,000","$2,774,177"
Jud Buechler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,450,000","$5,210,401","$3,600,000","$5,494,975","$3,260,000","$5,137,638","$1,100,000","$1,798,228","$850,000","$1,416,819","$500,000","$847,461","$500,000","$866,930"
LaPhonso Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,100,000","$4,681,809","$3,000,000","$4,579,146","$1,200,000","$1,891,155","$1,925,000","$3,146,900","$1,750,000","$2,916,981","$3,650,000","$6,186,465","$3,294,000","$5,711,337"
Randy Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,700,000","$4,077,705","$2,475,000","$3,777,795","$2,250,000","$3,545,916","$1,200,000","$1,961,703","$1,320,000","$2,200,237","$1,260,000","$2,135,601","$1,300,000","$2,254,019"
Steve Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,625,000","$3,964,435","$2,406,250","$3,672,856","$2,200,000","$3,467,118","$1,968,750","$3,218,420","$1,774,000","$2,956,985","$750,000","$1,271,191","$750,000","$1,300,395"
Jamie Feick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,600,000","$3,926,679","$2,400,000","$3,663,316","$2,200,000","$3,467,118","$2,000,000","$3,269,506","$425,000","$708,409","$272,250","$461,442",,
George McCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,599,900","$3,926,528","$2,400,000","$3,663,316","$2,200,000","$3,467,118","$2,000,000","$3,269,506","$750,000","$1,250,134","$272,250","$461,442","$1,100,000","$1,907,246"
Lorenzo Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,068,000","$3,123,220","$1,880,000","$2,869,598","$1,750,000","$2,757,935","$1,540,000","$2,517,520","$1,316,000","$2,193,570","$1,128,000","$1,911,872","$940,000","$1,629,829"
Bryant Stith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,000,000","$3,020,522","$2,000,000","$3,052,764","$5,920,000","$9,329,700","$5,290,000","$8,647,845","$4,666,000","$7,777,506","$4,030,000","$6,830,535","$3,400,000","$5,895,126"
Patrick Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,850,000","$2,793,983","$2,118,420","$3,233,518","$14,000,000","$22,063,480","$15,000,000","$24,521,299","$18,500,000","$30,836,662","$20,500,000","$34,745,901","$3,000,000","$5,201,582"
Greg Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,500,000","$2,265,391","$3,000,000","$4,579,146","$3,500,000","$5,515,870","$1,100,000","$1,798,228","$1,000,000","$1,666,846","$272,250","$461,442","$1,875,000","$3,250,989"
Matt Bullard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,430,000","$2,159,673","$1,300,000","$1,984,296","$2,100,000","$3,309,522","$1,333,333","$2,179,670",,,"$326,700","$553,731","$247,500","$429,130"
Don Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,100,000","$1,661,287","$1,000,000","$1,526,382","$611,000","$962,913","$1,000,000","$1,634,753","$800,000","$1,333,477","$1,000,000","$1,694,922","$400,000","$693,544"
Michael Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,030,000","$1,555,569","$1,000,000","$1,526,382",,,,,,,"$33,140,000","$56,169,715","$30,140,000","$52,258,566"
Charles Oakley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,030,000","$1,555,569","$6,545,000","$9,990,170","$5,760,000","$9,077,546","$5,236,000","$8,559,568","$10,186,000","$16,978,499","$2,850,000","$4,830,527","$2,600,000","$4,508,038"
Chris Dudley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,030,000","$1,555,569","$7,200,000","$10,989,950","$6,200,000","$9,770,969","$7,100,000","$11,606,748",,,"$1,135,000","$1,923,736","$4,100,000","$7,108,829"
Brian Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,030,000","$1,555,569","$963,415","$1,470,539","$2,250,000","$3,545,916","$1,610,000","$2,631,952","$4,250,000","$7,084,097","$3,750,000","$6,355,957","$4,000,000","$6,935,443"
